2015-07-17,212.47
2015-07-20,212.59
2015-07-21,211.76
2015-07-22,211.37
2015-07-23,210.18
2015-07-24,208.00
2015-07-27,206.79
2015-07-28,209.33
2015-07-29,210.77
2015-07-30,210.82
2015-07-31,210.50
2015-08-03,209.79
2015-08-04,209.38
2015-08-05,210.07
2015-08-06,208.35
2015-08-07,207.95
2015-08-10,210.57
2015-08-11,208.66
2015-08-12,208.92
2015-08-13,208.66
2015-08-14,209.42
2015-08-17,210.59
2015-08-18,209.98
2015-08-19,208.32
2015-08-20,203.97
2015-08-21,197.83
2015-08-24,189.50
2015-08-25,187.27
2015-08-26,194.46
2015-08-27,199.27
2015-08-28,199.28
2015-08-31,197.67
2015-09-01,191.77
2015-09-02,195.41
2015-09-03,195.55
2015-09-04,192.59
2015-09-08,197.43
2015-09-09,194.79
2015-09-10,195.85
2015-09-11,196.74
2015-09-14,196.01
2015-09-15,198.45
2015-09-16,200.18
2015-09-17,199.73
2015-09-18,195.45
2015-09-21,196.46
2015-09-22,193.90
2015-09-23,193.60
2015-09-24,192.90
2015-09-25,192.87
2015-09-28,188.01
2015-09-29,188.12
2015-09-30,191.63
2015-10-01,192.13
2015-10-02,195.00
2015-10-05,198.47
2015-10-06,197.79
2015-10-07,199.41
2015-10-08,201.21
2015-10-09,201.33
2015-10-12,201.52
2015-10-13,200.25
2015-10-14,199.29
2015-10-15,202.35
2015-10-16,203.27
2015-10-19,203.37
2015-10-20,203.11
2015-10-21,201.85
2015-10-22,205.26
2015-10-23,207.51
2015-10-26,207.00
2015-10-27,206.60
2015-10-28,208.95
2015-10-29,208.83
2015-10-30,207.93
2015-11-02,210.39
2015-11-03,211.00
2015-11-04,210.36
2015-11-05,210.15
2015-11-06,210.04
2015-11-09,208.08
2015-11-10,208.56
2015-11-11,207.74
2015-11-12,204.84
2015-11-13,202.54
2015-11-16,205.62
2015-11-17,205.47
2015-11-18,208.73
2015-11-19,208.55
2015-11-20,209.31
2015-11-23,209.07
2015-11-24,209.35
2015-11-25,209.32
2015-11-27,209.56
2015-11-30,208.69
2015-12-01,210.68
2015-12-02,208.53
2015-12-03,205.61
2015-12-04,209.62
2015-12-07,208.35
2015-12-08,206.95
2015-12-09,205.34
2015-12-10,205.87
2015-12-11,201.88
2015-12-14,202.90
2015-12-15,205.03
2015-12-16,208.03
2015-12-17,204.86
2015-12-18,200.02
2015-12-21,201.67
2015-12-22,203.50
2015-12-23,206.02
2015-12-24,205.68
2015-12-28,205.21
2015-12-29,207.40
2015-12-30,205.93
2015-12-31,203.87
2016-01-04,201.02
2016-01-05,201.36
2016-01-06,198.82
2016-01-07,194.05
2016-01-08,191.92
2016-01-11,192.11
2016-01-12,193.66
2016-01-13,188.83
2016-01-14,191.93
2016-01-15,187.81
2016-01-19,188.06
2016-01-20,185.65
2016-01-21,186.69
2016-01-22,190.52
2016-01-25,187.64
2016-01-26,190.20
2016-01-27,188.13
2016-01-28,189.11
2016-01-29,193.72
2016-02-01,193.65
2016-02-02,190.16
2016-02-03,191.30
2016-02-04,191.60
2016-02-05,187.95
2016-02-08,185.42
2016-02-09,185.43
2016-02-10,185.27
2016-02-11,182.86
2016-02-12,186.63
2016-02-16,189.78
2016-02-17,192.88
2016-02-18,192.09
2016-02-19,192.00
2016-02-22,194.78
2016-02-23,192.32
2016-02-24,193.20
2016-02-25,195.54
2016-02-26,195.09
2016-02-29,193.56
2016-03-01,198.11
2016-03-02,199.00
2016-03-03,199.78
2016-03-04,200.43
2016-03-07,200.59
2016-03-08,198.40
2016-03-09,199.38
2016-03-10,199.54
2016-03-11,202.76
2016-03-14,202.50
2016-03-15,202.17
2016-03-16,203.34
2016-03-17,204.63
2016-03-18,204.38
2016-03-21,204.67
2016-03-22,204.56
2016-03-23,203.21
2016-03-24,203.12
2016-03-28,203.24
2016-03-29,205.12
2016-03-30,206.02
2016-03-31,205.52
2016-04-01,206.92
2016-04-04,206.25
2016-04-05,204.19
2016-04-06,206.42
2016-04-07,203.95
2016-04-08,204.50
2016-04-11,204.02
2016-04-12,205.92
2016-04-13,208.00
2016-04-14,208.01
2016-04-15,207.78
2016-04-18,209.24
2016-04-19,209.90
2016-04-20,210.10
2016-04-21,208.97
2016-04-22,208.97
2016-04-25,208.61
2016-04-26,208.92
2016-04-27,209.35
2016-04-28,207.45
2016-04-29,206.33
2016-05-02,207.97
2016-05-03,206.16
2016-05-04,205.01
2016-05-05,204.97
2016-05-06,205.72
2016-05-09,205.89
2016-05-10,208.45
2016-05-11,206.50
2016-05-12,206.56
2016-05-13,204.76
2016-05-16,206.78
2016-05-17,204.85
2016-05-18,204.91
2016-05-19,204.20
2016-05-20,205.49
2016-05-23,205.21
2016-05-24,207.87
2016-05-25,209.28
2016-05-26,209.34
2016-05-27,210.24
2016-05-31,209.84
2016-06-01,210.27
2016-06-02,210.91
2016-06-03,210.28
2016-06-06,211.35
2016-06-07,211.68
2016-06-08,212.37
2016-06-09,212.08
2016-06-10,210.07
2016-06-13,208.45
2016-06-14,208.04
2016-06-15,207.75
2016-06-16,208.37
2016-06-17,206.52
2016-06-20,207.85
2016-06-21,208.44
2016-06-22,208.10
2016-06-23,210.81
2016-06-24,203.24
2016-06-27,199.60
2016-06-28,203.20
2016-06-29,206.66
2016-06-30,209.48
2016-07-01,209.92
2016-07-05,208.41
2016-07-06,209.66
2016-07-07,209.53
2016-07-08,212.65
2016-07-11,213.40
2016-07-12,214.95
2016-07-13,214.92
2016-07-14,216.12
2016-07-15,215.83
